LOCCODE,PREK_TYPE,BOROUGH,DISTRICT,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,AREA_NAME,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,BUTTON_TYPE
KCNY,NYCEEC,K,13,NY Preschool Brooklyn Heights,,7182280800,182 Henry Street,11201,1,Brooklyn Heights-Cobble Hill,18,985862,192502,stephanie.t@nykidsclub.com,www.nypre.com,7,7,1,13KCNY,apply
KCNZ,NYCEEC,K,13,NY Preschool Park Slope,,7188570700,125 5th Avenue,11217,1,Park Slope-Gowanus,54,990121,186582,stephanie.t@nykidsclub.com,www.nypre.com,7,3,1,13KCNZ,apply
KCOG,NYCEEC,K,22,Stepz 2 Success Child Care Center,,7185766994,1992 Nostrand Avenue,11210,1,Flatbush,12,998650,171390,stepz2success@gmail.com,n/a,3,3,1,22KCOG,apply
KCOH,NYCEEC,K,20,Sweet Home Day Care Center,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7188714301,927 McDonald Avenue,11218,1,Borough Park,40,990551,169354,dmitriyuspenskiy@hotmail.com,n/a,5,9,1,20KCOH,apply
KCOI,NYCEEC,K,20,Treasure Island,,7182387676,347 74th Street,11209,1,Bay Ridge,40,976977,169478,silbekidz@aol.com,n/a,5,9,1,20KCOI,apply
KCOJ,NYCEEC,K,17,Candy Kid's Day Care Center,<p><strong> Enhanced Language Support</strong>: Haitian-Creole</p>,7182876200,3212 Church Avenue,11226,1,Erasmus,18,998839,176422,janlwrn@verizon.net,n/a,3,7,1,17KCOJ,apply
KCOL,NYCEEC,K,20,"Happy Scholars, Inc.",<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7182560050,7806 New Utrecht Avenue,11214,1,Bensonhurst West,38,984062,162699,happyscholars2013@gmail.com,n/a,3,3,2,20KCOL,apply
KCOS,NYCEEC,K,17,G.A.T.E.D. Academy,,7189425381,1019 Church Avenue,11218,1,Flatbush,19,992562,174893,gatedacademy@gmail.com,n/a,7,7,1,17KCOS,apply
KCOT,NYCEEC,K,15,"Giocare, LLC",,3478271372,279 23rd Street,11215,1,Sunset Park West,12,986131,179519,ellen@giocareplayschool.com,www.giocareplayschool.com,5,9,1,15KCOT,apply
KCOU,NYCEEC,K,20,"My Sunshine Kids, Inc.",,3473509562,928 55th Street,11219,1,Borough Park,54,983261,171155,mysunshinekids.ecc@gmail.com,n/a,2,6,1,20KCOU,apply
KCOW,NYCEEC,K,21,Little Scholars Learning Center,,9177746505,52 Quentin Road,11223,1,Bensonhurst East,18,988491,159813,littlescholarsnyc@gmail.com,www.littlescholarsnyc.com,3,3,1,21KCOW,apply
KCOX,NYCEEC,K,20,Little Hands and Feet School,,7186805437,1270 Bay Ridge Parkway,11228,1,Dyker Heights,13,981973,165437,soos016@aol.com,www.littlehandsandfeetdaycare.com,5,9,1,20KCOX,apply
KCPC,NYCEEC,K,21,Wonderland P.A. LLC,,7183320500,1018 Avenue Y,11235,1,Homecrest,60,995294,154040,wonderlandcare@gmail.com,www.wonderlandpsa.com,5,9,1,21KCPC,apply
KCPD,NYCEEC,K,20,Little Sunshine Child Development,,3476737239,2102 70th Street,11204,1,Bensonhurst West,12,988032,162317,littlesunshine.cd@gmail.com,www.littlesunshinecdc.com,5,9,1,20KCPD,apply
KCPE,NYCEEC,K,21,Little Scholars II,<p><strong> Enhanced Language Support</strong>: Russian</p>,9177746505,448 Neptune Avenue,11224,1,West Brighton,18,992526,150539,littlescholarsnyc2@gmail.com,www.littlescholarsnyc.com,3,3,1,21KCPE,apply
KCPF,NYCEEC,K,21,Sarah Winner Daycare,<p><strong> Enhanced Language Support</strong>: Hebrew</p>,7189469833,2997 Ocean Parkway,11235,1,Brighton Beach,12,993065,149645,sarahwinner30@gmail.com,www.neshamapreschool.com,3,9,1,21KCPF,apply
KCPK,NYCEEC,K,14,Chabad of North Brooklyn,<p><strong> Enhanced Language Support</strong>: Hebrew</p><p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7183880748,132 North 5 Street,11249,1,North Side-South Side,12,995538,200481,director@ganchabadpreschool.com,n/a,5,9,1,14KCPK,apply
KCPL,NYCEEC,K,22,"Brooklyn Star Daycare, Inc.",<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7189340075,2175 East 22 Street,11229,1,Madison,36,998363,157232,brooklynstardaycare@gmail.com,n/a,5,9,1,22KCPL,apply
KCPM,NYCEEC,K,17,"High Definition Day Care, Inc.",,7182409300,337 Lenox Road,11226,1,Erasmus,18,998591,177646,highdef_kids@hotmail.com,n/a,5,9,2,17KCPM,apply
KCPN,NYCEEC,K,15,One World Project - Brooklyn,,9177490682,302 Vanderbilt Street,11218,1,Windsor Terrace,16,990098,176980,joanne@oneworldproject.org,www.oneworldproject.org,7,7,1,15KCPN,apply
KCPO,NYCEEC,K,20,Redeemer St. John's Nursery School,,7188337700,939 83rd Street,11228,1,Dyker Heights,18,978800,165280,rsjnursery@gmail.com,n/a,5,3,1,20KCPO,apply
KCPR,NYCEEC,K,21,Bam Bam's Playhouse,,3476139475,714 Banner Avenue,11235,1,Brighton Beach,18,995134,151817,bam.bams.daycare1@gmail.com,n/a,5,9,3,21KCPR,apply
KCPY,NYCEEC,K,21,Tiny Bumblebees,,7189753232,2848 Brighton 7 Street,11235,1,Brighton Beach,14,994776,151450,tinybumblebees@gmail.com,n/a,2,6,1,21KCPY,apply
KCQB,NYCEEC,K,22,Imaginarium Child,,9176893300,1954 Ocean Avenue,11230,1,Midwood,12,996946,163138,info@imaginariumchild.com,n/a,5,9,1,22KCQB,apply
KCQE,NYCEEC,K,13,Stuyvesant Heights Day Care/New Vision One,,7187835383,69 Macdonough Street,11216,1,Bedford,18,999786,187385,stuychurch@optimum.net,www.stuyvesantheightschurch.org,3,6,1,13KCQE,apply
M001,DOE,M,2,P.S. 1 Alfred E. Smith,,2122674133,8 Henry Street,10038,1,Chinatown,54,984946,198954,ahom@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m001,3,3,1,02M001,apply
M002,DOE,M,2,P.S. 2 Meyer London,,2129640350,122 Henry Street,10002,1,Lower East Side,54,986651,199141,bng2@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m002,2,7,2,02M002,apply
M003,DOE,M,2,P.S. 3 Charrette School,,2126911183,490 Hudson Street,10014,1,West Village,54,982458,206180,rkeatin@schools.nyc.gov,www.ps3nyc.org,2,3,1,02M003,apply
M004,DOE,M,6,P.S. 4 Duke Ellington,,2129280739,500 West 160th Street,10032,1,Washington Heights South,18,1000553,243459,asteven2@schools.nyc.gov,schools.nyc.gov/schoolportals/06/m004,2,3,1,06M004,apply
M005,DOE,M,6,P.S. 5 Ellen Lurie,,2125678109,3703 Tenth Avenue,10034,1,Marble Hill-Inwood,54,1005579,252240,mguido2@schools.nyc.gov,schools.nyc.gov/schoolportals/06/m005,2,3,3,06M005,apply
M007,DOE,M,4,P.S. 7 Samuel Stern,,2128605827,160 East 120th Street,10035,1,East Harlem North,36,1001042,231111,mabraham@schools.nyc.gov,www.psms7.org,3,3,3,04M007,apply
M008,DOE,M,6,P.S. 8 Luis Belliard,,2129284364,465 West 167th Street,10032,1,Washington Heights South,54,1001727,244937,whernan@schools.nyc.gov,schools.nyc.gov/schoolportals/06/m008,2,3,3,06M008,apply
M009,DOE,M,3,P.S. 9 Sarah Anderson,,2126782812,100 West 84th Street,10024,1,Upper West Side,18,991608,225379,kwitzke@schools.nyc.gov,schools.nyc.gov/schoolportals/03/m009,5,9,3,03M009,apply
M011,DOE,M,2,P.S. 11 William T. Harris,,2129291743,320 West 21st Street,10011,1,Hudson Yards-Chelsea-Flatiron-Union Square,18,984178,210464,rbender2@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m011,3,3,1,02M011,apply
M015,DOE,M,1,P.S. 15 Roberto Clemente,,2122288730,333 East 4th Street,10009,1,Lower East Side,36,989998,202288,isanchez11@schools.nyc.gov,schools.nyc.gov/schoolportals/01/m015,3,3,1,01M015,apply
M019,DOE,M,1,P.S. 19 Asher Levy,,2125335340,185 First Avenue,10003,1,East Village,36,988735,205103,jflanagan@schools.nyc.gov,schools.nyc.gov/schoolportals/01/m019,2,3,3,01M019,apply
M020,DOE,M,1,P.S. 20 Anna Silver,<p><strong> Dual Language</strong>: Chinese</p>,2122549577,166 Essex Street,10002,1,Chinatown,54,987951,202153,ccolon5@schools.nyc.gov,schools.nyc.gov/schoolportals/01/m020,2,3,3,01M020,apply
M028,DOE,M,6,P.S. 28 Wright Brothers,,2126903014,475 West 155th Street,10032,1,Washington Heights South,36,1000261,242121,tmontano@schools.nyc.gov,schools.nyc.gov/schoolportals/06/m028,2,3,3,06M028,apply
M030,DOE,M,5,P.S. 30 Hernandez/Hughes,,2128761825,144-176 East 128th Street,10035,1,East Harlem North,36,1002195,232914,tstinso@schools.nyc.gov,schools.nyc.gov/schoolportals/05/m030,3,3,3,05M030,apply
M033,DOE,M,2,P.S. 33 Chelsea Prep,,2122446426,281 Ninth Avenue,10001,1,Hudson Yards-Chelsea-Flatiron-Union Square,36,984348,212091,hkjeldgaard@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m033,2,3,3,02M033,apply
M034,DOE,M,1,P.S. 34 Franklin D. Roosevelt,,2122284433,730 East 12th Street,10009,1,Lower East Side,18,991129,203951,rgonzal52@schools.nyc.gov,schools.nyc.gov/schoolportals/01/m034,3,3,3,01M034,apply
M036,DOE,M,5,P.S. 36 Margaret Douglas,,2126905807,123 Morningside Drive,10027,1,Morningside Heights,72,996020,234483,hjnbapt@schools.nyc.gov,schools.nyc.gov/schoolportals/05/m036,3,3,1,05M036,apply
M037,DOE,M,4,River East Elementary,,2123482208,508 East 120th Street,10035,1,East Harlem North,18,1003391,229823,dcatlin@schools.nyc.gov,rivereastelementary.org,3,7,3,04M037,apply
M038,DOE,M,4,P.S. 38 Roberto Clemente,,2128605882,232 East 103rd Street,10029,1,East Harlem South,36,999608,226718,csantos@schools.nyc.gov,schools.nyc.gov/schoolportals/04/m038,2,2,1,04M038,apply
M040,DOE,M,2,P.S. 40 Augustus Saint-Gaudens,,2124755500,319 East 19th Street,10003,1,Gramercy,36,989231,207116,sfelder@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m040,2,3,3,02M040,apply
M041,DOE,M,2,P.S. 41 Greenwich Village,,2126752756,116 West 11th Street,10011,1,West Village,36,984520,207309,kshanno@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m041,5,9,3,02M041,apply
M042,DOE,M,2,P.S. 42 Benjamin Altman,,2122268410,71 Hester Street,10002,1,Chinatown,54,986774,200100,mlee4@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m042,3,3,3,02M042,apply
M046,DOE,M,5,P.S. 46 Arthur Tappan,,2123601519,2987 Frederick Douglas Boulevard,10039,1,Central Harlem North-Polo Grounds,54,1001901,241896,khazell@schools.nyc.gov,schools.nyc.gov/schoolportals/05/m046,2,3,2,05M046,apply
M048,DOE,M,6,P.S. 48 P.O. Michael J. Buczek,,9175213800,4360-78 Broadway,10033,1,Washington Heights North,36,1002495,250225,twalsh@schools.nyc.gov,schools.nyc.gov/schoolportals/06/m048,2,3,3,06M048,apply
M051,DOE,M,2,P.S. 51 Elias Howe,,2123157160,525 West 44th Street,10036,1,Clinton,54,985407,216704,nbock@schools.nyc.gov,ps51manhattan.com,3,3,3,02M051,apply
M057,DOE,M,4,James Weldon Johnson,,2128765522,176 East 115th Street,10029,1,East Harlem North,36,1000508,229861,lhasty@schools.nyc.gov,schools.nyc.gov/schoolportals/04/m057,2,3,3,04M057,apply
M063,DOE,M,1,The STAR Academy - P.S. 63,,2126743180,121 East 3rd Street,10009,1,East Village,36,988025,203092,dcameron2@schools.nyc.gov,www.staracademyps63.com,3,3,2,01M063,apply
M064,DOE,M,1,P.S. 64 Robert Simon,,2126736510,600 East 6th Street,10009,1,Lower East Side,36,989411,203188,mhosang@schools.nyc.gov,schools.nyc.gov/schoolportals/01/m064,2,3,3,01M064,apply
M072,DOE,M,4,The Lexington Academy,,2128605831,131 East 104th Street,10029,1,East Harlem South,54,998711,227529,ahernan7@schools.nyc.gov,lexingtonacademy.info,3,1,3,04M072,apply
M076,DOE,M,3,P.S. 76 A. Philip Randolph,,2126782865,220 West 121st Street,10027,1,Central Harlem South,54,997798,233208,cdeberr@schools.nyc.gov,schools.nyc.gov/schoolportals/03/m076,3,3,2,03M076,apply
M083,DOE,M,4,P.S. 83 Luis Munoz Rivera,,2128605847,219 East 109th Street,10029,1,East Harlem North,18,1000158,228264,fcastil@schools.nyc.gov,schools.nyc.gov/schoolportals/04/m083,3,3,2,04M083,apply
M084,DOE,M,3,P.S. 84 Lillian Weber,,2127992534,32 West 92nd Street,10025,1,Upper West Side,36,993229,226924,elolis@schools.nyc.gov,schools.nyc.gov/schoolportals/03/m084,2,3,2,03M084,apply
M087,DOE,M,3,P.S. 87 William Sherman,,2126782826,160 West 78th Street,10024,1,Upper West Side,18,990445,224164,mberry@schools.nyc.gov,www.ps87.info,2,7,3,03M087,apply
M089,DOE,M,2,P.S. 89,,2125715659,201 Warren Street,10282,1,Battery Park City-Lower Manhattan,36,980493,200373,vnajjar@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m089,5,9,2,02M089,apply
M092,DOE,M,5,P.S. 92 Mary Mcleod Bethune,,2126905915,222 West 134th Street,10030,1,Central Harlem North-Polo Grounds,54,999440,236214,rdavila@schools.nyc.gov,schools.nyc.gov/schoolportals/05/m092,3,3,3,05M092,apply
M096,DOE,M,4,P.S. 96 Joseph Lanzetta,,2128605851,216 East 120th Street,10035,1,East Harlem North,18,1001538,230837,dpretto@schools.nyc.gov,schools.nyc.gov/schoolportals/04/m096,2,3,3,04M096,apply
M098,DOE,M,6,P.S. 98 Shorac Kappock,,2129277870,512 West 212th Street,10034,1,Marble Hill-Inwood,90,1007190,255461,mrodriguez23@schools.nyc.gov,schools.nyc.gov/schoolportals/06/m098,2,7,3,06M098,apply
M102,DOE,M,4,P.S. 102 Jacques Cartier,,2128605834,315 East 113th Street,10029,1,East Harlem North,36,1001218,228876,cpinckn2@schools.nyc.gov,www.ps102m.org,2,3,1,04M102,apply
M108,DOE,M,4,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,,2128605803,1615 Madison Avenue,10029,1,East Harlem South,18,998546,228975,rgondim@schools.nyc.gov,schools.nyc.gov/schoolportals/04/m108,3,3,2,04M108,apply
M110,DOE,M,1,P.S. 110 Florence Nightingale,,2126742690,285 Delancy Street,10002,1,Lower East Side,36,989824,200104,parentcoordinator110@yahoo.com,www.ps110pta.org,2,3,3,01M110,apply
M111,DOE,M,2,P.S. 111 Adolph S. Ochs,,2125827420,440 West 53rd Street,10019,1,Clinton,54,987346,218307,egilligan@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m111,2,3,3,02M111,apply
M112,DOE,M,4,P.S. 112 Jose Celso Barbosa,,2128605868,535 East 119th Street,10035,1,East Harlem North,36,1003364,229532,ereiter@schools.nyc.gov,schools.nyc.gov/schoolportals/04/m112,2,7,3,04M112,apply
M115,DOE,M,6,P.S. 115 Alexander Humboldt,,2129279233,586 West 177th Street,10033,1,Washington Heights South,36,1002177,247702,bconsue@schools.nyc.gov,schools.nyc.gov/schoolportals/06/m115,3,3,3,06M115,apply
M116,DOE,M,2,P.S. 116 Mary Lindley Murray,,2126854366,210 East 33rd Street,10016,1,Murray Hill-Kips Bay,54,990315,210641,vritter@ps116.org,www.ps116.org,2,7,3,02M116,apply
M123,DOE,M,5,P.S. 123 Mahalia Jackson,,2123426200,301 West 140th Street,10030,1,Central Harlem North-Polo Grounds,54,999630,237945,mhernan5@schools.nyc.gov,schools.nyc.gov/schoolportals/05/m123,3,3,2,05M123,apply
M124,DOE,M,2,P.S. 124 Yung Wing,,2129667237,40 Division Street,10002,1,Chinatown,90,985612,199479,ahom2@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m124,2,3,2,02M124,apply
M125,DOE,M,5,P.S. 125 Ralph Bunche,,2126666400,425 West 123rd Street,10027,1,Morningside Heights,54,996514,234524,rhiggins@schools.nyc.gov,schools.nyc.gov/schoolportals/05/m125,3,3,2,05M125,apply
M126,DOE,M,2,P.S. 126 Jacob August Riis,,2129622188,80 Catherine Street,10038,1,Chinatown,54,985190,198214,jgetz@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m126,2,2,3,02M126,apply
M128,DOE,M,6,P.S. 128 Audubon,<p><strong> Dual Language</strong>: Spanish</p>,2129270607,560 West 169th Street,10032,1,Washington Heights South,90,1001265,245799,ycorpor@schools.nyc.gov,schools.nyc.gov/schoolportals/06/m128,2,3,2,06M128,apply
M129,DOE,M,5,P.S. 129 John H. Finley,,2126905932,425 West 130th Street,10027,1,Manhattanville,72,997561,236075,opierre@schools.nyc.gov,schools.nyc.gov/schoolportals/05/m129,2,3,1,05M129,apply
M130,DOE,M,2,P.S. 130 Hernando De Soto,,2122268072,143 Baxter Street,10013,1,SoHo-TriBeCa-Civic Center-Little Italy,36,984683,201192,dchong@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m130,2,3,3,02M130,apply
M133,DOE,M,5,P.S. 133 Fred R Moore,,2126905936,2121 5th Avenue,10037,1,Central Harlem North-Polo Grounds,18,1000895,234268,pbalbue@schools.nyc.gov,schools.nyc.gov/schoolportals/05/m133,2,3,3,05M133,apply
M134,DOE,M,1,P.S. 134 Henrietta Szold,,2126734470,293 East Broadway,10002,1,Lower East Side,36,988762,199614,dkim@schools.nyc.gov,schools.nyc.gov/schoolportals/01/m134,2,3,3,01M134,apply
M140,DOE,M,1,P.S. 140 Nathan Straus,,2126774680,123 Ridge Street,10002,1,Lower East Side,18,988947,201319,mrodrig19@schools.nyc.gov,schools.nyc.gov/schoolportals/01/m140,3,7,1,01M140,apply
M142,DOE,M,1,P.S. 142 Amalia Castro,,2125983800,100 Attorney Street,10002,1,Lower East Side,36,988560,201003,dgutman@schools.nyc.gov,schools.nyc.gov/schoolportals/01/m142,3,3,2,01M142,apply
M145,DOE,M,3,"P.S. 145, The Bloomingdale School",,2126782857,150 West 105th Street,10025,1,Upper West Side,54,993993,230435,ngarcia52@schools.nyc.gov,schools.nyc.gov/schoolportals/03/m145,2,3,2,03M145,apply
M146,DOE,M,4,P.S. 146 Ann M. Short,,2128605877,421 East 106th Street,10029,1,East Harlem South,36,1001069,226844,msilfen@ps146.org,www.ps146.org,3,3,3,04M146,apply
M149,DOE,M,3,P.S. 149 Sojourner Truth,,6466729020,41 West 117th Street,10026,1,Central Harlem South,36,998694,231521,ibooker2@schools.nyc.gov,schools.nyc.gov/schoolportals/03/m149,2,3,1,03M149,apply
M150,DOE,M,2,P.S. 150,,2127324392,334 Greenwich Street,10013,1,SoHo-TriBeCa-Civic Center-Little Italy,18,981334,200943,jbonnet@schools.nyc.gov,www.ps150.net,2,7,2,02M150,apply
M152,DOE,M,6,P.S. 152 Dyckman Valley,,2125675456,93 Nagle Avenue,10040,1,Washington Heights North,72,1004184,252757,jpietri2@schools.nyc.gov,schools.nyc.gov/schoolportals/06/m152,2,3,2,06M152,apply
M153,DOE,M,6,P.S. 153 Adam Clayton Powell,,2129278611,1750 Amsterdam Avenue,10031,1,Hamilton Heights,54,998961,240323,kbailey2@schools.nyc.gov,schools.nyc.gov/schoolportals/06/m153,2,3,3,06M153,apply
M154,DOE,M,5,P.S. 154 Harriet Tubman,,2128642400,250 West 127th Street,10027,1,Central Harlem North-Polo Grounds,36,998385,234724,ejarret@schools.nyc.gov,schools.nyc.gov/schoolportals/05/m154,3,3,3,05M154,apply
M155,DOE,M,4,P.S. 155 William Paca,,2128605885,319 East 117th Street,10035,1,East Harlem North,36,1001869,229762,fjoseph5@schools.nyc.gov,schools.nyc.gov/schoolportals/04/m155,3,3,1,04M155,apply
M158,DOE,M,2,P.S. 158 Bayard Taylor,,2127446562,1458 York Avenue,10075,1,Lenox Hill-Roosevelt Island,72,997785,219965,dercola@schools.nyc.gov,www.ps158.org,2,3,1,02M158,apply
M163,DOE,M,3,P.S. 163 Alfred E. Smith,,2126782854,163 West 97th Street,10025,1,Upper West Side,36,992915,228650,dlopez17@schools.nyc.gov,schools.nyc.gov/schoolportals/03/m163,2,3,3,03M163,apply
M165,DOE,M,3,P.S. 165 Robert E. Simon,,2126782873,234 West 109th Street,10025,1,Morningside Heights,36,993770,231803,ebeltran@robertesimon.org,www.psms165.org,3,3,3,03M165,apply
M168,Charter,M,4,East Harlem Scholars Academy Charter School,,2128310650,1573 Madison Avenue,10029,1,East Harlem South,36,998266,228470,jginsburg@ehtp.org,schools.nyc.gov/schoolportals/04/m168,5,9,3,84M168,Info
M171,DOE,M,4,P.S. 171 Patrick Henry,,2128605801,19 East 103rd Street,10029,1,East Harlem South,36,997552,227872,dpantel2@schools.nyc.gov,schools.nyc.gov/schoolportals/04/m171,3,7,2,04M171,apply
M173,DOE,M,6,P.S. 173,,2129277850,306 Fort Washington Avenue,10033,1,Washington Heights South,72,1000721,247310,rgarcia31@schools.nyc.gov,schools.nyc.gov/schoolportals/06/m173,2,3,3,06M173,apply
M175,DOE,M,5,P.S. 175 Henry H Garnet,,2122830426,175 West 134th Street,10030,1,Central Harlem North-Polo Grounds,18,999844,235998,kpereir@schools.nyc.gov,schools.nyc.gov/schoolportals/05/m175,2,3,3,05M175,apply
M180,DOE,M,3,P.S. 180 Hugo Newman,,2126782849,370 West 120th Street,10027,1,Central Harlem South,108,996550,233599,lflemin2@schools.nyc.gov,schools.nyc.gov/schoolportals/03/m180,2,3,2,03M180,apply
M184,DOE,M,1,P.S. 184 Shuang Wen,,2126029700,327 Cherry Street,10002,1,Lower East Side,36,987981,198513,ichiu@schools.nyc.gov,www.ps184m.org,2,3,1,01M184,apply
M185,DOE,M,3,P.S. 185 - The Early Childhood Discovery and Design Magnet School,,2125347490,20 West 112th Street,10026,1,Central Harlem South,72,998301,230200,jmurphy32@schools.nyc.gov,schools.nyc.gov/schoolportals/03/m185,3,3,1,03M185,apply
