LOCCODE,PREK_TYPE,BOROUGH,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE
KBUV,NYCEEC,K,Helen Owen Carey CDC,,(718) 638-4100,71 Lincoln Place,11217,1,72,990467,185964,PSNHOC@universitysettlement.org,UNIVERSITYSETTLEMENT.ORG,3,3,1,13KBUV
KBUW,NYCEEC,K,St. Malachy ECDC,,(718) 647-0966,220 Hendrix Street,11207,1,30,1014559,185982,ljohnson@ccbq.org,www.ccbq.org,3,3,2,19KBUW
KBVB,NYCEEC,K,New Life Child Development Center 2,,(718) 366-1668,406 Grove Street,11237,1,102,1008455,194743,NEWLIFEHEADSTART@AOL.COM,,3,2,1,32KBVB
KBVC,NYCEEC,K,Nuestros Ninos DCC I,,(718) 963-1555,384 South 4th Street,11211,1,50,997410,197189,gchaywood@yahoo.com,,3,3,1,14KBVC
KBVD,NYCEEC,K,Nuestros Ninos DCC III,,(718) 388-5000,161 South 3rd Street,11211,1,13,994991,198771,aaccoo702am@gmail.com,,3,7,1,14KBVD
KBVE,NYCEEC,K,Urban Strategies 3,,(718) 348-9349,1152 Elton Street,11239,1,40,1019142,178427,usheadstart1@aol.com,www.urbanstrategiesny.org,3,7,1,19KBVE
KBVG,NYCEEC,K,Brooklyn Chinese-American Association,,(718) 438-0008,5002 8th Ave,11220,4,36,983139,172853,haney@bca.net,www.bca.net,2,6,2,15KBVG
KBVJ,NYCEEC,K,BNOS SQUARE OF WILLIAMSBURG,,(718) 797-9844,382 Willoughby Avenue,11205,3,40,996643,191722,bmherman@bnossquare.org,,6,6,1,13KBVJ
KBVL,NYCEEC,K,MEDGAR EVERS COLLEGE,,(718) 270-6018,1150 Carroll Street,11225,1,16,997614,182305,Janetm@mec.cuny.edu,www.mec.cuny.edu,3,6,1,17KBVL
KBVN,NYCEEC,K,Yeled V' Yalda 3909,,(718) 53 x1105,3909 15th Avenue,11218,3,15,989252,171565,mhorowitz@yeled.org,www.yeled.org,3,3,1,20KBVN
KBVO,NYCEEC,K,"Yeled V'Yalda ECC, Inc.",,(718) 732-7770,2166 Coney Island Avenue,11223,3,40,994805,159373,cbuchman@yeled.org,www.yeled.org,1,7,1,21KBVO
KBVR,NYCEEC,K,The United Methodist City Society,,(718) 435-6540,4419 7th Avenue,11220,3,36,983514,174356,manguiano2@Yahoo.com,,2,7,2,15KBVR
KBVT,NYCEEC,K,Yeshiva Headstart Keap Street,,(718) 486-6500,274 Keap Street,11211,3,86,996553,196720,yeshivaheadstart@thejnet.com,,6,1,2,14KBVT
KBVV,NYCEEC,K,"BROOKLYN COLLEGE CHILD CARE SERVICES, INC.",,(718) 951-5431,2900 Bedford Avenue,11210,3,20,997316,169422,mondesir@brooklyn.cuny.edu,www.brooklyn.cuny.edu/web/academics/schools/education/partnerships/ecc.php,3,7,1,22KBVV
KBVX,NYCEEC,K,Yeled V'Yalda 667,,(718) 514-8712,667 Eastern Parkway,11213,3,54,999237,183401,mhorowitz@yeled.org,www.yeled.org,3,3,1,17KBVX
KBVZ,NYCEEC,K,Little Sun People,,(718) 789-7330,1360 Fulton Street,11216,1,18,999090,187012,faye@littlesunpeople.com,www.littlesunpeople.com,3,6,1,13KBVZ
KBWD,NYCEEC,K,Child Prodigy Learning Inc.,,(718) 574-7558,1001 Broadway,11221,1,18,1002717,192915,s.bacchuscplc@gmail.com,www.childprodigylearningcenter.com,3,2,1,32KBWD
KBWE,NYCEEC,K,Inner Force Tots,,(718) 221-1246,1181 East New York Avenue,11212,1,145,1005522,182307,challiman@live.com,www.innerforce.org,3,2,1,17KBWE
KBWG,NYCEEC,K,LIFE- Coney Island,,(718) 942-4494,2757 West 33rd Street,11224,1,27,984471,149969,mjordan@lifetech.org,www.lifetech.org,3,7,1,21KBWG
KBWH,NYCEEC,K,Jonathan Williams,,(718) 387-5011,321 Roebling Street,11211,1,49,995245,197276,vscott@lifetech.com,www.lifetech.org,3,7,1,14KBWH
KBWQ,NYCEEC,K,Family Head Start Coney Island,,(718) 265-7760,2960 West 27th Street,11224,1,28,986177,148311,west27street@gmail.com,,3,3,1,21KBWQ
KBWT,NYCEEC,K,Our Children the Leaders of Tomorrow 1,,(718) 643-8201,756 Myrtle Avenue,11206,1,28,997570,192432,oclot756@gmail.com,,3,2,1,14KBWT
KBWV,NYCEEC,K,St Johns Place Family Center Day Care Program,,(718) 771-7720,1620 Saint Johns Place,11233,1,19,1005321,183387,carolyn@stjohnsplace.org,www.stjohnsplace.org,3,7,1,17KBWV
KBWW,NYCEEC,K,Williamsburg Y Head Start,,(718) 387-0229,64 Division Avenue,11249,3,90,993758,196868,nbonuso628@gmail.com,www.williamsburgy.org,3,7,1,14KBWW
KBXK,NYCEEC,K,Brightside Academy - Clarkson,,(718) 941-1802,210 Clarkson Avenue,11226,1,18,997420,177902,nbennett@brightsideacademy.com,www.brightsideacademy.com,5,1,1,17KBXK
KBXL,NYCEEC,K,ACE Integration Head Start,,(718) 443-3917,1419-23 Broadway,11221,1,63,1006362,190197,lydiawilliams.aceheadstart@aol.com,www.aceintegration.org,3,7,2,32KBXL
KBXQ,NYCEEC,K,"Gan, Inc. - Gan Jewish Day Care",,(718) 338-7575,2901 Campus Road,11210,1,36,998563,169552,yafitelbaz@yahoo.com,www.GANJEWISH.COM,3,3,1,22KBXQ
KBXS,NYCEEC,K,"Roger Day Care, Inc.",,(718) 703-4312,775 Rogers Avenue,11226,1,26,997465,176822,raps775@gmail.com,,3,8,1,17KBXS
KBXU,NYCEEC,K,Yeled V'Yalda 1200,,(718) 514-8928,1200 Ocean Parkway,11230,3,12,992520,164995,fbomrind@yeled.org,www.yeled.org,5,9,3,21KBXU
KBXV,NYCEEC,K,Yeled V' Yalda 6012,,(718) 209-1122,6002 Farragut Road,11236,3,91,1006865,171568,spiasek@yeled.org,www.yeled.org,3,3,1,18KBXV
KBXX,NYCEEC,K,Be Above 42,,(718) 438-0060,1363 50th Street,11219,1,20,986770,170129,ps2@bov.com,,3,7,1,20KBXX
KBYC,NYCEEC,K,YWCA-NYC Roberta Bright Early Learning Center,,(718) 373-1100,3001 West 37th Street,11224,1,16,983635,147991,sramirez@ywcanyc.org,www.ywcanyc.org,3,7,1,21KBYC
KBYF,NYCEEC,K,Edith and Karl Marks JCH of Bensonhurst,,(718) 943-6333,7802 Bay Parkway,11214,3,30,987115,160171,tatyana@jchb.org,www.jchb.org,1,3,1,20KBYF
KBYG,NYCEEC,K,"Happy Dragon Of New York, Incorporated",,(718) 271-5637,5805 7th Avenue,11220,1,107,981320,171602,director@happydragonschool.com,www.happydragonschool.com,7,5,1,20KBYG
KBYJ,NYCEEC,K,"Al Madinah School, Inc.",,(718) 222-4986,383 3rd Avenue,11215,1,45,987482,184948,almadinahinfo@gmail.com,www.almadinah-school.com,2,2,1,15KBYJ
KBYK,NYCEEC,K,Sheltering Arms Day Care Services Inc.,,(718) 855-7252,11 Bartlett Street,11206,1,18,998664,194435,marcychildcarecenter@yahoo.com,,3,7,2,14KBYK
KBYM,NYCEEC,K,Friends of Crown Heights 26,,(718) 467-4270,20 Sutter Avenue,11212,1,37,1005874,181647,emerita.murrell1@gmail.com,www.fochdaycare.org,3,4,1,23KBYM
KBYN,NYCEEC,K,Bumble Bees R Us 2,,(855) 532-9227,76 Lorraine Street,11231,1,17,982352,184903,info@bumblebeesrus.com,www.Bumblebeesrus.com,3,3,1,15KBYN
KBYQ,NYCEEC,K,Bumble Bees R Us 8,,(718) 676-0080,5721 6th Ave,11220,1,19,980791,172187,info@bumblebeesrus.com,www.bumblebeesrus.com,2,7,1,20KBYQ
KBZG,NYCEEC,K,RING AROUND THE ROSIE,,(718) 492-7464,7106 13th Avenue,11228,3,30,982748,166075,ring7104@verizon.net,,4,7,1,20KBZG
KBZU,NYCEEC,K,Bedford Stuyvesant ECDC 510,,(718) 455-4806,510 Quincy Street,11221,3,45,1000909,189948,lubellmorriss@bsecdc.org,,3,3,1,16KBZU
KBZX,NYCEEC,K,Yeshiva Torah Vodaath Preschool,,(718) 941-2755,1192 East 31st Street,11210,1,18,999445,165995,rye@torahvodaath.org,,5,9,3,22KBZX
KCAK,NYCEEC,K,Kindstart Preschool,,(917) 834-4776,7702 New Utrecht Avenue,11214,1,20,984073,163035,Sooobad6@aol.com,www.Kindstartpreschool.org,5,2,2,20KCAK
KCBR,NYCEEC,K,YDE,,(718) 232-0100,49 Avenue T,11223,3,64,989006,157299,adouek@ydeschool.org,www.ydeschool.org,8,3,1,21KCBR
KCDI,NYCEEC,K,Beth Jacob of Borough Park,,(718) 436-7300,1371 46 Street,11219,1,80,987479,170870,avivahimy@gmail.com,,7,7,2,20KCDI
KCDM,NYCEEC,K,BUTTERFLY DAY CARE CENTER,,(718) 646-6272,2770 East 16th Street,11235,1,20,997337,152095,sgontchar@yahoo.com,www.butterflydaycarecenter.com,7,7,1,21KCDM
KCEB,NYCEEC,K,Brooklyn Chinese American Association - 50th Street,,(718) 438-0008,871 50th Street,11220,2,36,983756,172508,haney@bca.net,www.bca.net,2,6,2,20KCEB
KCEC,NYCEEC,K,Kreative Kare Day Care Center,,(718) 443-1333,455 Wilson Avenue (ground floor),11221,1,40,1008575,191854,kreativekare@aol.com,,7,8,1,32KCEC
KCED,NYCEEC,K,Sunshine Center of Coney Island,,(718) 996-7200,2929 W31st Street,11224,4,18,985130,148137,yaneris@sunshinenewyork.com,www.sunshinenewyork.com,3,8,1,21KCED
KCEG,NYCEEC,K,Imagine Dumbo - Adams,,(718) 522-2263,85 Adams Street,11201,1,15,987478,194940,caroline@imagineelc.com,www.imagineelc.com,5,6,1,13KCEG
KCEH,NYCEEC,K,Imagine Brooklyn Heights,,(718) 624-7520,50 Monroe Place,11201,1,19,986272,192646,Sally@imagineelc.com,www.imagineelc.com,5,2,1,13KCEH
KCEI,NYCEEC,K,Bambi Day Care II,,(718) 648-3332,2121 Bragg Street,11229,1,80,1002078,158034,info@bambiacademy.com,www.bambidaycare.com,3,3,1,22KCEI
KCFA,NYCEEC,K,SCO Family of Services,,(929) 234-6870,225 Newport Street,11212,1,35,1010105,179731,coerlemans@sco.org,www.sco.org,3,3,1,23KCFA
KCFR,NYCEEC,K,Bubble Bee Day Care,,(718) 676-0080,76 Lorraine Street,11231,3,20,982334,184925,info@bumblebeesrus.com,www.bumblebeesrus.com,3,3,1,15KCFR
KCFZ,NYCEEC,K,Pre-Pave,,(718) 858-7813,732 Henry Street,11231,1,36,983252,185520,dfrias@prepave.org,www.prepave.org,3,4,2,15KCFZ
KCGN,NYCEEC,K,SCO Family of Services,,(718) 345-6666,774 Saratoga Avenue,11212,1,90,1007553,180354,SAndrews@sco.org,www.sco.org,3,3,2,23KCGN
KCGO,NYCEEC,K,The Child Development Center of Kingsborough,,(718) 368-5868,1915 Oriental Boulevard,11235,1,18,1002181,150120,Linda.McHugh@kbcc.cuny.edu,www.kbcc.cuny.edu,3,7,1,22KCGO
KCGR,NYCEEC,K,Brooklyn Chinese American Association,,(718) 438-0008,4116 8th Avenue,11232,1,30,984537,174612,bcaupkfd@gmail.com,www.bca.net,2,6,2,15KCGR
KCGT,NYCEEC,K,Gold Material Montessori School,,(718) 801-3057,105 Kings Highway,11214,1,40,987606,160196,maksim@goldmaterial.com,www.goldmaterial.com,5,9,3,21KCGT
KCHJ,NYCEEC,K,"Arista Prep, Inc.",,(718) 756-5550,221 Kingston Avenue,11213,1,54,1000435,184294,aristaprep@gmail.com,aristaprepschool.org/,3,2,1,17KCHJ
KCHM,NYCEEC,K,Alonzo A. Daughtry Memorial Day Care Center Inc,,(718) 596-1993,565 Baltic Street,11217,1,20,989100,187600,alonzodaughtrydcc@verizon.net,,3,3,1,13KCHM
KCHN,NYCEEC,K,Friends of Crown Heights,,(917) 966-4400,2805 Newkirk Avenue,11226,1,40,998107,172467,cdelicar@aol.com,www.fochdaycare.org,3,6,1,22KCHN
KCHQ,NYCEEC,K,P B Children's Academy,,(718) 941-4112,4112 Avenue D,11203,1,29,1001589,172979,Massogona@aol.com,,7,6,2,22KCHQ
KCHR,NYCEEC,K,"Apple Tree Day Care, Inc.",,(718) 287-7488,440 East 48th Street,11203,1,20,1002981,176464,tjcole265@aol.com,,3,6,1,18KCHR
KCHS,NYCEEC,K,"Noah's Ark Preparatory III, Inc.",,(718) 355-3051,898 Rogers Avenue,11226,1,40,997444,175514,ariellebowrey@gmail.com,www.noahsarkschool.com,5,9,3,17KCHS
KCHT,NYCEEC,K,"Baybee Lounge Daycare, Inc.",,(347) 955-4783,2745 Atlantic Avenue,11207,1,15,1013935,185723,baybeelounge@gmail.com,www.baybeeloungedaycare.com,3,7,1,19KCHT
KCHU,NYCEEC,K,Infinity UPK of Gerritsen Avenue,,(718) 336-1981,2934-2936 Gerritsen Avenue,11229,1,29,1006121,153905,blitblues@aol.com,www.infinitypreschool.org,5,4,2,22KCHU
KCHV,NYCEEC,K,"New York Creative Childcare, Inc.",,(718) 686-0388,5015 6th Avenue,11220,1,36,981943,173649,nycreativechildcare@gmail.com,www.nycreativechildcare.com,3,7,1,15KCHV
KCHX,NYCEEC,K,Dezzenterprise LLC,,(917) 207-2438,3524 Neptune Avenue,11224,1,12,983726,149443,info@dezzenterprise.com,www.dezzenterprise.com,3,4,2,21KCHX
KCHZ,NYCEEC,K,Little Hands Creative Minds,,(718) 676-2947,4111 Avenue J,11210,1,16,1001996,168021,Lhcm718@gmail.com,www.daviduniversecity.org/,3,4,1,22KCHZ
KCIA,NYCEEC,K,Effie B.s Early Childhood Development Center Corp.,,(718) 735-5500,1171 Eastern Parkway,11213,1,36,1003783,183072,effieb.center@gmail.com,www.effieskids.com,3,8,1,17KCIA
KCIE,NYCEEC,K,Bnos Chaya,,(718) 851-1212,4511 14th Avenue,11219,1,20,987664,170821,draizy102@gmail.com,,7,3,1,20KCIE
KCII,NYCEEC,K,Kings Bay Y at North Williamsburg,,(718) 407-6388,14 Hope Street,11211,1,18,996088,199246,swaller@northwilliamsburgy.org,www.northwilliamsburgy.org,5,2,1,14KCII
KCIL,NYCEEC,K,Urban Strategies Child Care,,(718) 235-6151,1405 Bushwick Avenue,11207,1,18,1009275,188871,USHeadStart1@aol.com,www.UrbanStrategies.org,3,6,2,32KCIL
KCIM,NYCEEC,K,Brooklyn Explorers Academy,,(855) 687-6923,110 Schermerhorn Street,11201,1,18,987165,190666,info@brooklynexplorersacademy.com,www.brooklynexplorersacademy.com,7,7,1,15KCIM
KCIO,NYCEEC,K,Honeydew Drop Playhouse,,(718) 941-2177,1113 Church Avenue,11218,1,14,992888,175116,Honeydewplayhouse@gmail.com,www.Honeydewdrop.com,2,1,1,17KCIO
KCIR,NYCEEC,K,One World Project - Brooklyn,,(917) 749-0682,1218 Prospect Avenue,11218,3,16,990789,177267,joanne@oneworldproject.org,www.oneworldproject.org,8,8,1,15KCIR
KCIS,NYCEEC,K,Greater Bright Light Learning Center,,(718) 235-2003,1320 Sutter Ave,11208,1,20,1020571,184509,chelle2k2011@hotmail.com,,3,6,1,19KCIS
KCIW,NYCEEC,K,IP Kids Montessori,,(718) 633-1178,850 50th Street,11220,1,47,983551,172516,JLee7818@gmail.com,,3,3,2,20KCIW
KCIX,NYCEEC,K,IP Kids,,(718) 621-7818,2631 86 Street,11223,1,60,988589,156579,James.Lee@gmail.com,www.ipkids.com,3,3,2,21KCIX
KCIY,NYCEEC,K,"Ronomoza, Inc. / The Learning Experience",,(718) 627-7340,412 Kings Highway,11223,1,36,991295,159431,brooklyn@tlecorp.com,www.brooklyn.tlechildcare.com/,3,3,1,21KCIY
KCIZ,NYCEEC,K,Al Madinah School Site 2,,(718) 222-4986,2015 64 Street,11204,1,15,988538,164029,almadinahinfo@gmail.com,www.almadinah-school.com,2,2,1,20KCIZ
KCJC,NYCEEC,K,Blue Star Day Care Center,,(718) 703-0009,2217 Caton Avenue,11226,1,36,996273,177158,bluestarofnewyork@gmail.com,,3,6,1,17KCJC
KCJD,NYCEEC,K,Urban Strategies Atkins Ave,,(718) 235-6151,255 Atkins Avenue,11208,1,72,1018017,184371,usheadstart1@aol.com,www.urbanstrategiesny.org,3,7,2,19KCJD
KCJF,NYCEEC,K,Clarkson Early Childhood Center,,(718) 649-3488,8801 glenwood Rd,11236,1,18,1009460,172815,8801cecc@gmail.com,,7,6,2,18KCJF
KCJG,NYCEEC,K,The Coconut Grove Childhood Education Center,,(718) 498-1160,9522 Avenue A,11236,1,21,1008182,177447,Leslie-AnnMason@msn.com,www.thecoconutgrove.org,3,6,1,18KCJG
KCJH,NYCEEC,K,"A Castle For Classy Kids Learning Center, Inc.",,(347) 750-8154,2570 Pitkin Avenue,11208,1,36,1018271,185021,acastle4classykids@gmail.com,,3,7,1,19KCJH
KCJK,NYCEEC,K,LPBC Day Care,,(718) 621-5458,7524 14th Avenue,11228,1,19,982608,164657,llv9005@msn.com,www.lpbcdaycareupk.webs.com,5,7,1,20KCJK
KCJM,NYCEEC,K,"Circle, Triangle, Square Daycare, Inc.",,(718) 373-2234,2720 86th Street,11223,3,18,989394,155744,shwnisaac@circletrianglesquaredaycare.com,www.circletrianglesquaredaycare.com,3,3,1,21KCJM
KCJN,NYCEEC,K,Still Avenue Prep School,,(718) 232-3628,6420 Bay Parkway,11204,1,40,989394,163034,stillwellprep@yahoo.com,,3,7,1,20KCJN
KCJO,NYCEEC,K,Aim High Childrens Services,,(718) 509-0630,83 Marlborough Rd,11226,1,48,993841,175405,upk@aimhighchild.com,www.aimhighchild.org,5,4,1,17KCJO
KCJQ,NYCEEC,K,Initial Steps Child Development Center,,(718) 434-2805,3003 Glenwood Road,11210,1,20,998809,170336,initialstepscdc@yahoo.com,,3,7,1,22KCJQ
KCJR,NYCEEC,K,A to Z Day Care Center and Afterschol,,(718) 368-1234,3053 Avenue U,11229,1,18,1001782,158293,jaynelipkovich@gmail.com,Www.a2zdaycare.com,3,7,1,22KCJR
KCJS,NYCEEC,K,Yeshiva Torah Vodaath,,(718) 941-8000,452 East 9 Street,11218,1,40,992643,171495,preschoolytv@gmail.com,,7,3,1,22KCJS
KCJT,NYCEEC,K,Early Childhood Dev Center Keleidoscope,,(917) 652-4422,480 Stratford Road,11218,1,43,993255,171230,ecdckaleidoscope@aol.com,www.ecdckaleidoscope.com,2,7,1,22KCJT
KCJX,NYCEEC,K,Mohdc- Smart Start,,(718) 485-8500,533 Blake Ave,11207,1,108,1012200,182427,PBS533@hotmail.com,www.MOHDCSmartstart.com,3,2,1,19KCJX
KCJY,NYCEEC,K,Angel Early Childhood Development Center,,(718) 259-0888,1436 67th Street 1st floor,11219,1,32,984335,166178,angeldaycare67@gmail.com,,7,7,1,20KCJY
KCJZ,NYCEEC,K,COPO Prek Program,,(718) 434-3266,1083 Coney Island Ave,11230,1,18,993635,169229,fhaq@copousa.org,www.copousa.org,3,7,2,22KCJZ
KCKB,NYCEEC,K,Bushwick United Development Fund,,(718) 443-0685,243 South 2nd Street,11211,1,19,995969,198682,jendale319@aol.com,www.bushwickunited.org,3,8,1,14KCKB
KCKC,NYCEEC,K,Alpha Christian Academy,,(718) 272-0505,921 East 107th Street,11236,1,20,1014150,175485,alphachristiandaycare921@gmail.com,www.alphachristianacademy.com,3,6,1,18KCKC
KCKG,NYCEEC,K,Rockgate Day Care Center 1,,(718) 348-7414,770-784 Glenmore Ave,11208,1,25,1017056,185285,jrockgate@gmail.com,,3,6,1,19KCKG
KCKU,NYCEEC,K,Promise World Daycare,,(718) 743-2828,1968 Ocean Avenue,11230,1,18,996885,162953,yelena011@gmail.com,,5,9,3,22KCKU
KCKV,NYCEEC,K,Little Nest Preschool,,(718) 484-0033,511 Church Avenue,11218,1,18,991088,174161,info@littlenestpreschool.com,www.littlenestpreschool.com,5,6,1,15KCKV
KCMA,NYCEEC,K,Seeds of Unity Day Care Center,,(718) 743-2828,5816 13 Avenue,11230,1,20,984827,168692,Yelena011@gmail.com,,5,9,3,20KCMA
KCMH,NYCEEC,K,Brightside Academy - Church,,,4312 Church Avenue,11203,1,18,1001853,176565,pswift@brightsideacademy.com,www.brightsideacademy.com,5,9,3,18KCMH
KCMK,NYCEEC,K,"Brooklyn Treehouse Preeschool, Inc.",,(631) 662-3273,639 4th Avenue,11226,1,18,985804,181024,janlwrn@verizon.net,,5,9,3,17KCMT
KCMN,NYCEEC,K,Early Childhood Development Center Kaleidoscope,,(917) 652-2978,165 Prospect Park Southwest,11218,1,12,991634,177650,ecdckaleidoscope@aol.com,www.ecdckaleidoscope.com,5,9,3,15KCMN
KCMV,NYCEEC,K,ABC Plus,,(718) 614-3146,1018 Banner Avenue #2,11235,1,18,995544,151828,vbobvb144@msn.com,www.abcplusdaycare.com,5,9,3,21KCMV
KCMW,NYCEEC,K,"Diversity Learning Center, Inc.",,(347) 777-3119,193 Sumpter Street,11233,1,24,1007001,187187,mosesotote@msn.com,,5,9,3,16KCMW
KCMZ,NYCEEC,K,Free Greek Community of the Three Hierarchs,,(718) 339-2735,1720 Avenue P,11229,1,54,996395,161684,vur501@aol.com,,5,9,3,22KCMZ
KCNA,NYCEEC,K,"The Friends of Crown Heights Educational Centers, Inc.",,(718) 638-2837,2809 Newkirk Avenue,11226,1,36,998141,172469,davis@foch.biz,www.fochdaycare.org,5,9,3,22KCNA
KCNE,NYCEEC,K,Inner Force,,(718) 604-3286,4105 Church Avenue,11203,1,36,1001250,176649,carolsandie@aol.com,www.innerforce.org,5,9,3,18KCNE
KCNF,NYCEEC,K,Itty Bitty Adventures Preschool,,(718) 375-3003,3416 Avenue S,11234,1,16,1003059,161147,pattiemerhej@ittybittyadventures.com,www.ittybittyadventures.com,5,9,3,22KCNF
KCNH,NYCEEC,K,Kiddieprise-1520 86th Street,,(718) 236-2909,1520 86th Street,11228,1,18,981727,161849,info@purplecrayonny.com,www.purplecrayonny.com,5,9,3,20KCNH
KCNJ,NYCEEC,K,Little Bell Child Care Corporation,,(718) 686-2943,629 51st Street,11220,1,72,982087,173497,littlebellchildcare@gmail.com,,5,9,3,15KCNJ
KCNK,NYCEEC,K,Neptune Avenue,,(718) 312-3128,330 Neptune Avenue,11235,1,54,993934,150819,info@learnandexplore1.com,www.learnandexplore1.com,5,9,3,21KCNK
KCNL,NYCEEC,K,Liberty Nursery,,(347) 613-3133,478 East 95th Street,11212,1,40,1007213,178170,prettigirlberry@yahoo.com,www.libertylearners.com,5,9,3,18KCNL
KCNN,NYCEEC,K,"Little Brilliant Minds, Inc.",,(718) 234-2687,5916 20th Avenue,11204,1,15,989023,165054,littlebrilliantminds@gmail.com,www.littlebrilliantminds.com,5,9,3,20KCNN
KCNP,NYCEEC,K,Little Sunshine Preschool,,(917) 915-2740,1815 85th Street,11214,1,54,983845,160708,nylittlesunshinepreschool@gmail.com,,5,9,3,20KCNP
KCNU,NYCEEC,K,Learning Zone,,(347) 587-3116,1729 Rockaway Parkway,11236,1,12,1013265,172204,learningzonechildcare@gmail.com,www.learningzonekids.com,5,9,3,18KCNU
KCNW,NYCEEC,K,Okie Dokie Day Care,,(646) 261-3356,1002 65th Street,11219,1,28,981992,168708,nita1022@gmail.com,,5,9,3,20KCNW
KCOB,NYCEEC,K,The Flourishing Preschool,,(347) 560-3200,98 Richards Street,11231,1,18,981750,186542,emmyaway@yahoo.com,,5,9,3,15KCOB
KCOC,NYCEEC,K,Regina's Daycare,,(646) 239-3245,89 Bergen Street,11201,1,12,987060,189438,regina@reginasdaycare.com,,5,9,3,15KCOC
KCOD,NYCEEC,K,Regina's Group Daycare,,(718) 314-3070,164 President Street,11231,1,12,984060,188046,lanaguney@reginasdaycare.com,,5,9,3,15KCOD
KCOG,NYCEEC,K,Stepz 2 Success Child Care Center,,(718) 508-3135,1992 Nostrand Avenue,11210,1,12,998595,171354,dadams0784@gmail.com,,5,9,3,22KCOG
KCOH,NYCEEC,K,Sweet Home Day Care Center,,(347) 525-3270,927 MacDonald Avenue,11218,1,36,990640,169321,dmitriyuspenskiy@hotmail.com,,5,9,3,20KCOH
KCOI,NYCEEC,K,Treasure Island,,(718) 238-2692,347 74th Street,11209,1,40,977131,169485,silbekidz@aol.com,,5,9,3,20KCOI
KCOJ,NYCEEC,K,Candy Kid's Day Care Center,,(718) 287-3097,3212 Church Avenue,11226,1,18,998899,176369,janlwrn@verizon.net,,5,9,3,17KCMT
KCOL,NYCEEC,K,"Happy Scholars, Inc.",,(917) 907-3291,7806 New Utrecht Avenue,11214,1,18,983999,162711,happyscholars2013@gmail.com,,5,9,3,20KCOL
KCOM,NYCEEC,K,Stillwell Prep Extension,,(718) 265-3328,132 Highlawn Avenue,11223,1,15,989467,158985,stillwell23@verizon.net,www.stillwellprepschool.com,5,9,3,21KCOM
M001,DOE,M,P.S. 001 ALFRED E. SMITH,,212-267-4133,8 HENRY STREET,10038,1,72,984943,198898,ahom@schools.nyc.gov,schools.nyc.gov/schoolportals/02/M001,3,3,2,02M001
M002,DOE,M,P.S. 002 MEYER LONDON,,212-964-0350,122 HENRY STREET,10002,1,54,986640,199073,bng2@schools.nyc.gov,schools.nyc.gov/schoolportals/02/M002,2,7,2,02M002
M003,DOE,M,P.S. 003 CHARRETTE SCHOOL,,212-691-1183,490 HUDSON STREET,10014,1,72,982537,206190,rkeatin@schools.nyc.gov,www.ps3nyc.org,2,3,1,02M003
M004,DOE,M,P.S. 004 DUKE ELLINGTON,,212-928-0739,500 WEST 160 STREET,10032,1,18,1000514,243409,bwhitejones@schools.nyc.gov,schools.nyc.gov/schoolportals/06/M004,2,3,2,06M004
M005,DOE,M,P.S. 005 ELLEN LURIE,,212-567-8109,3703 TENTH AVENUE,10034,1,60,1005727,252054,wsoto2@schools.nyc.gov,schools.nyc.gov/schoolportals/06/M005,2,3,2,06M005
M007,DOE,M,P.S. 007 SAMUEL STERN,,212-860-5827,160 EAST 120 STREET,10035,1,36,1001046,231035,stalati@schools.nyc.gov,www.psms7.org/,3,3,2,04M007
M008,DOE,M,P.S. 008 LUIS BELLIARD,,212-928-4364,465 WEST 167 STREET,10032,1,54,1001794,245009,rlandin@schools.nyc.gov,schools.nyc.gov/schoolportals/06/M008,2,3,2,06M008
M009,DOE,M,P.S. 009 SARAH ANDERSON,,212-678-2812,100 WEST  84 STREET,10024,3,18,991527,225333,ryoskowitz@schools.nyc.gov,schools.nyc.gov/schoolportals/03/M009,8,7,2,03M009
M011,DOE,M,P.S. 011 WILLIAM T. HARRIS,,212-929-1743,320 WEST  21 STREET,10011,1,18,984061,210431,smcgill3@schools.nyc.gov,schools.nyc.gov/schoolportals/02/M011,3,3,1,02M011
M015,DOE,M,P.S. 015 ROBERTO CLEMENTE,,212-228-8730,333 EAST  4 STREET,10009,1,36,990123,202281,isanchez11@schools.nyc.gov,schools.nyc.gov/schoolportals/01/M015,3,3,1,01M015
M019,DOE,M,P.S. 019 ASHER LEVY,,212-533-5340,185 1 AVENUE,10003,1,36,988634,205140,jflanagan@schools.nyc.gov,schools.nyc.gov/schoolportals/01/M019,2,3,2,01M019
M020,DOE,M,P.S. 020 ANNA SILVER,,212-254-9577,166 ESSEX STREET,10002,1,54,988025,202056,tarrington@schools.nyc.gov,schools.nyc.gov/schoolportals/01/M020,2,3,2,01M020
M028,DOE,M,P.S. 028 WRIGHT BROTHERS,,212-690-3014,475 WEST 155 STREET,10032,1,36,1000300,242214,abaez7@schools.nyc.gov,schools.nyc.gov/schoolportals/06/M028,2,3,2,06M028
M030,DOE,M,P.S. 030 HERNANDEZ/HUGHES,,212-876-1825,144-176 EAST 128 STREET,10035,1,28,1002179,232850,tstinso@schools.nyc.gov,schools.nyc.gov/schoolportals/05/M030,3,3,2,05M030
