LOCCODE,X,Y,PREK_TYPE,NAME,NOTE,ADDRESS,BOROUGH,ZIP,PHONE,EMAIL,WEBSITE,DAY_LENGTH,SEATS,MEALS,INDOOR_OUTDOOR,SEMS_CODE,BUTTON_TYPE,START_TIME,EARLY_DROP,LATE_PICKUP,ENHANCED_LANG,FLEX_SCHED,SPED_FLG,INCOME_FLG,SPECIAL_PRIOR
"KBJP",1013469,181965,"NYCEEC","PAL Arnold And Marie Schwartz Early Learn Center","","452 Pennsylvania Ave","K",11207,"718-342-4724","arudder@palnyc.org","http://palnyc.org",1,49,3,3,"19KBJP","apply","8:00 a.m","No","No",0,0,1,1,""
"KBJQ",1017772,181780,"NYCEEC","Friends Of Crown Heights Educational Center","","921 Hegeman Ave","K",11208,"929-234-2866","bobb@foch.biz","http://fochdaycare.org",1,65,3,3,"19KBJQ","apply","8:00 a.m","Yes","No",209,1,0,1,""
"KBJR",1013858,180317,"NYCEEC","Friends Of Crown Heights 19","","370 New Lots Ave","K",11207,"929-234-2838","csoriano8@yahoo.com","http://fochdaycare.org",1,72,3,3,"19KBJR","apply","8:00 a.m","Yes","Yes",0,1,0,1,""
"KBJS",996876,183970,"NYCEEC","Friends Of Crown Heights 10","","1491 Bedford Ave","K",11216,"929-234-2821","merlinealexandre116@hotmail.com","http://fochdaycare.org",1,56,3,3,"17KBJS","apply","8:00 a.m","No","No",0,0,0,1,""
"KBJU",1007906,187363,"NYCEEC","Shirley Chisholm DCC Site 5 Advent Center","","265 Sumpter St","K",11233,"718-452-1200","advent265@aol.com","",1,29,3,3,"23KBJU","apply","8:00 a.m","No","Yes",0,0,0,1,""
"KBJW",1009505,184191,"NYCEEC","YWCA - NYC Brownsville ELC","","1592 East New York Ave","K",11212,"718-342-2905","aalexander@ywcanyc.org","http://ywcanyc.org",1,11,3,7,"23KBJW","apply","8:00 a.m","No","Yes",0,0,0,1,""
"KBJZ",1007192,188674,"NYCEEC","Saratoga II - Shirley Chisholm Center","","69 Saratoga Ave","K",11233,"718-443-4100","ddavidson@sco.org","http://sco.org",1,101,3,7,"23KBJZ","apply","8:30 a.m","No","Yes",209,0,0,1,""
"KBKB",988947,189201,"NYCEEC","Strong Place For Hope DCC - Atlantic","","460 Atlantic Ave","K",11217,"718-522-1351","jrogers775@gmail.com","http://strongplaceforhopedaycare.com",1,54,3,3,"15KBKB","apply","8:00 a.m","No","No",0,0,0,1,""
"KBKC",1018892,183179,"NYCEEC","Friends Of Crown Heights 16","","668 Logan St","K",11208,"929-234-2870","gdublin4@foch.biz","http://fochdaycare.org",1,65,3,3,"19KBKC","apply","9:30 a.m","Yes","Yes",0,0,0,1,""
"KBKE",1006405,191310,"NYCEEC","LSSMNY : Early Life Children's Center 9","","1175 Gates Ave","K",11221,"646-478-7949","lsingh@lssny.org","http://lssny.org",1,72,3,2,"32KBKE","apply","8:00 a.m","No","No",0,1,0,1,""
"KBKF",994313,196216,"NYCEEC","Williamsburg CCC","","110 Taylor St","K",11249,"347-943-7683","pogadom@e-s-s.org","http://shelteringarmsny.org",1,18,3,7,"14KBKF","apply","8:00 a.m","No","No",0,0,0,1,""
"KBKH",1000023,194589,"NYCEEC","Bushwick United HDFC 9","","741 Flushing Ave","K",11206,"347-497-3676","wbeaufort@gmail.com","http://bushwickunited.org",1,36,3,7,"14KBKH","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",209,0,0,1,""
"KBKI",997312,196147,"NYCEEC","United Academy - Harrison Avenue","","60 Harrison Ave","K",11211,"718-837-1259","sdsalamon@gmail.com","",1,29,5,9,"14KBKI","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"KBKJ",983837,185141,"NYCEEC","Strong Place Day Care","","595 Clinton St","K",11231,"718-624-2993","strongplace@hotmail.com","http://strongplaceforhopedaycare.com",1,36,3,3,"15KBKJ","apply","8:30 a.m","Yes","Yes",209,1,0,1,""
"KBKK",1003982,184593,"NYCEEC","Friends Of Crown Heights 29","","1435 Prospect Pl","K",11213,"718-778-1498","davis@foch.biz","http://fochdaycare.org",1,47,5,3,"16KBKK","apply","8:00 a.m","No","Yes",0,0,0,1,""
"KBKP",997157,181800,"NYCEEC","All My Children # 11","","317 Rogers Ave","K",11225,"718-576-6812","info@amcearlylearn.com","http://allmychildrendaycare.com",1,31,3,7,"17KBKP","apply","8:00 a.m","No","No",0,0,0,1,""
"KBKQ",996593,178255,"NYCEEC","Parkside ECDC","","525 Parkside Ave","K",11226,"929-210-9200","desiree.fryson@ccbq.org","http://ccbq.org",1,35,3,3,"17KBKQ","apply","8:00 a.m","No","No",0,0,0,0,""
"KBKU",1017610,185022,"NYCEEC","Friends Of Crown Heights 15","","2505 Pitkin Ave","K",11208,"718-638-8686","davis@foch.biz","http://fochdaycare.org",1,72,7,3,"19KBKU","apply","8:00 a.m","No","Yes",209,0,0,1,""
"KBKV",994869,194894,"NYCEEC","United Academy 722 Wythe Avenue","","722 Wythe Ave","K",11249,"718-387-8837","sdsalamon@gmail.com","",1,20,5,9,"14KBKV","apply","8:00 a.m","Yes","No",0,0,0,1,""
"KBKW",986662,172538,"NYCEEC","Baais Yaakov Faigeh Of Schonberger Of Adas Yereim","","1169 43rd St","K",11219,"718-435-5111","upk@bobovschool.com","",3,36,3,3,"15KBKW","info","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"KBKY",997762,178269,"NYCEEC","Infant And Child Learning Center","","670 Parkside Ave","K",11226,"718-675-1249","kathy.mccormick@downstate.edu","",1,18,3,3,"17KBKY","apply","8:30 a.m","Yes","Yes",0,0,1,0,""
"KBLA",998366,175635,"NYCEEC","The Little Darlings DCC, Inc.","","1531 Nostrand Ave","K",11226,"718-469-6207","morrisdaycare@optimum.net","",1,18,7,7,"17KBLA","apply","7:30 a.m","Yes","No",0,0,0,0,""
"KBLB",1018073,186044,"NYCEEC","Friends Of Crown Heights 18","","851 Liberty Ave","K",11208,"929-234-2955","dkny5107@aol.com","http://fochdaycare.org",1,65,7,3,"19KBLB","apply","8:00 a.m","No","Yes",209,0,0,1,""
"KBLF",998021,187871,"NYCEEC","Bambi DCC, Inc.","","138 Hancock St","K",11216,"718-771-1603","bambicare@gmail.com","http://bambidcc.com",1,20,3,7,"13KBLF","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"KBLI",994766,187859,"NYCEEC","Young Minds DCC","","972 Fulton St","K",11238,"718-622-8622","msmith@fortgreenecouncil.org","http://facebook.com/fgcyoungminds",1,20,3,3,"13KBLI","apply","8:30 a.m","No","No",0,0,0,0,""
"KBLJ",1004240,180994,"NYCEEC","Community Parents, Inc.","","60 East 93rd St","K",11212,"718-221-2531","clairewflor12@optonline.net","",1,58,3,7,"17KBLJ","apply","9:00 a.m","No","No",0,0,1,1,""
"KBLK",995035,189232,"NYCEEC","Bedford Stuyvesant ECDC 5Q","","5 Quincy St","K",11238,"718-453-0788","spiveys@bsecdc.org","",3,38,3,6,"13KBLK","info","8:00 a.m","No","No",0,0,0,1,""
"KBLL",989926,190175,"NYCEEC","Northside Center For Child Development","","44 - 60 Rockwell Pl","K",11201,"347-505-5520","upk@bobovschool.com","http://northsidecenter.org",2,112,3,7,"13KBLL","apply","8:30 a.m","No","No",0,0,0,1,""
"KBLM",997939,190854,"NYCEEC","Salvation Army - Bedford","","110 Kosciusko St","K",11216,"718-552-2690","darrion.maye@use.salvationarmy.org","",1,116,3,3,"13KBLM","apply","8:00 a.m","No","Yes",0,0,0,1,""
"KBLP",1006862,195405,"NYCEEC","Grand Street Settlement Dual #3","","319 Stanhope St","K",11237,"718-381-8900","rebecarodriguez@grandsettlement.org","http://grandsettlement.org",1,36,3,2,"32KBLP","apply","8:00 a.m","No","No",0,0,0,1,""
"KBLS",1000711,193640,"NYCEEC","Sumner Children's Center","","860 Park Ave","K",11206,"718-455-3471","adasai@bksny.org","http://bksny.org",1,29,3,7,"14KBLS","apply","8:00 a.m","No","Yes",0,1,0,1,""
"KBLT",999230,193457,"NYCEEC","Tompkins Children's Center","","730 Park Ave","K",11206,"718-782-9140","mthompson@bksny.org","http://bksny.org",1,36,2,7,"14KBLT","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"KBLU",998837,197692,"NYCEEC","Stagg Street Center For Children","","77 Stagg St","K",11206,"718-388-1395","daycare77@aol.com","",1,70,3,3,"14KBLU","apply","8:00 a.m","No","No",0,0,0,1,""
"KBLW",998991,198004,"NYCEEC","Bushwick United HDFC 4","","178 Leonard St","K",11206,"347-331-0470","bushedu@aol.com","http://bushwickunited.org",1,21,3,2,"14KBLW","apply","8:30 a.m","No","No",209,0,1,1,""
"KBLY",999969,197833,"NYCEEC","Graham CCC","","222 Graham Ave","K",11206,"718-387-9482","grahamchildcare@verizon.net","http://colonysouth.org",1,48,3,7,"14KBLY","apply","9:00 a.m","No","No",209,0,0,1,""
"KBMB",1010815,190492,"NYCEEC","Audrey Johnson DCC","","272 Moffat St","K",11207,"718-574-0130","audreyjo272@aol.com","http://lifetech.org",1,74,2,3,"32KBMB","apply","8:00 a.m","No","No",209,0,0,1,""
"KBMC",999340,199081,"NYCEEC","Small World","","211 Ainslie St","K",11211,"718-963-0330","mrochford@stnicksalliance.org","",1,40,3,3,"14KBMC","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"KBME",995956,198655,"NYCEEC","Nuestros Ninos DCC II","","243 South 2nd St","K",11211,"718-218-8275","nuestrosninoscds@aol.com","",1,29,2,7,"14KBME","apply","8:30 a.m","Yes","No",209,0,0,1,""
"KBMM",982644,171900,"NYCEEC","Brooklyn Chinese American Assoc.","","812 54th St","K",11220,"718-436-2288","upk@bca.net","http://bca.net",1,85,3,3,"20KBMM","apply","8:00 a.m","No","No",0,0,0,1,""
"KBMN",989580,184175,"NYCEEC","Brooklyn Free Space","","298 Sixth Ave","K",11215,"718-965-3135","stacy.roupas@brooklynfreespace.org","http://brooklynfreespace.org",1,28,7,2,"15KBMN","apply","8:50 a.m","Yes","Yes",0,0,0,0,""
"KBMO",988487,180754,"NYCEEC","Chick Peas Child Care","","451 7th Ave","K",11215,"347-878-8732","upkliaison@chickpeas.org","http://chickpeas.org",1,12,5,7,"15KBMO","apply","8:40 a.m","Yes","Yes",0,0,0,0,""
"KBMP",981212,176356,"NYCEEC","Bay Ridge CCC","","314 44th St","K",11220,"718-768-5030","bayridgechildcare@twcmetrobiz.com","",2,116,3,7,"15KBMP","apply","9:00 a.m","No","Yes",0,0,0,1,""
"KBMQ",990971,189050,"NYCEEC","Hanson Place CDC, Inc.","","55 Hanson Pl","K",11217,"718-237-4303","brathwaite4hansonplaceinc@gmail.com","http://hansonplaceinc.com",1,20,4,6,"15KBMQ","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"KBMU",986915,182329,"NYCEEC","A.C.E. ECC","","199 14th St","K",11215,"347-377-5026","apena2@lmcmc.com","",1,29,3,2,"15KBMU","apply","9:00 a.m","Yes","Yes",0,0,0,1,""
"KBMX",986644,190766,"NYCEEC","A Fantis Parochial School","","195 State St","K",11201,"718-624-0501","upkdirector@afantis.org","",1,36,5,9,"15KBMX","apply","8:00 a.m","No","Yes",0,0,0,0,""
"KBMZ",986956,188923,"NYCEEC","Warren Street Center","","343 Warren St","K",11201,"718-237-9578","nsingh@lmcmc.com","http://lutheranhealthcare.org/main/warrenstreetcenterforchildrenandfamilies.aspx",1,29,3,3,"15KBMZ","apply","9:00 a.m","Yes","Yes",0,1,0,1,""
"KBNA",981214,175525,"NYCEEC","Sunset Park Children's School","","4616 4th Ave","K",11220,"718-439-3323","sunsetparkchild@aol.com","http://sunsetparkchild.com",1,27,2,6,"15KBNA","apply","9:00 a.m","Yes","Yes",209,1,0,1,""
"KBNB",988465,179376,"NYCEEC","Therapy And Learning Center, Inc.","","1723 8th Ave","K",11215,"718-290-2700","sandee.bennett@tlckids.org","",1,32,3,7,"15KBNB","apply","8:30 a.m","Yes","Yes",0,0,1,0,""
"KBNC",985463,172802,"NYCEEC","Nesivos Bais Yaakov","","1021 45th St","K",11219,"718-972-0804","nbyupk@gmail.com","",3,36,7,7,"15KBNC","info","9:30 a.m","Yes","No",0,1,0,0,""
"KBNG",1001153,189982,"NYCEEC","Bedford - Stuyvesant ECDC","","275 Marcus Garvey Blvd","K",11221,"718-453-0500","spiveys@bsecdc.org","",1,40,5,9,"16KBNG","apply","8:00 a.m","No","Yes",0,0,0,1,""
"KBNJ",998867,188269,"NYCEEC","Bedford Stuyvesant ECDC 260","","260 Jefferson Ave","K",11216,"718-453-0722","swintono@bsecdc.org","",3,20,3,3,"13KBNJ","info","8:00 a.m","Yes","Yes",0,0,0,1,""
"KBNL",1005651,189151,"NYCEEC","Bedford Stuyvesant ECDC 265","","813 Hancock St","K",11233,"347-763-8629","boycec@bsecdc.org","",3,48,3,3,"16KBNL","info","8:00 a.m","No","Yes",0,1,0,1,""
"KBNO",995371,190628,"NYCEEC","Billy Martin CDC","","333 Classon Ave","K",11205,"718-857-5630","billymartin333@yahoo.com","",1,18,5,9,"13KBNO","apply","8:00 a.m","No","No",0,0,0,1,""
"KBNP",1003712,187088,"NYCEEC","Community Parents Head Start","","90 Chauncey St","K",11233,"718-771-4002","cycummings@optimum.net","",1,30,3,7,"16KBNP","apply","8:00 a.m","No","No",0,0,1,1,""
"KBNR",1001889,191976,"NYCEEC","Mary McLeod Bethune CDC","","360 Pulaski St","K",11206,"718-455-5137","marybethune360@gmail.com","http://marymcleodbethunechilddevelopmentcenter.com",1,36,3,3,"16KBNR","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"KBNT",1006160,185664,"NYCEEC","Shirley Chisholm DCC Site 1","","2023 Pacific St","K",11233,"718-499-7159","scd2023@aol.com","",1,54,3,3,"16KBNT","apply","8:00 a.m","No","No",0,0,0,1,""
"KBNU",988935,178619,"NYCEEC","Stanley S Lamm Institute Preschool","","500 19th St","K",11215,"718-237-8833","kathy.mccormick@downstate.edu","http://lammpreschool.org",1,16,2,3,"15KBNU","apply","8:00 a.m","No","Yes",0,0,1,0,""
"KBNV",999342,184615,"NYCEEC","Friends Of Crown Heights #16","","963 Park Pl","K",11213,"718-778-8558","crafton34@gmail.com","",1,40,3,2,"17KBNV","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"KBOA",987728,192587,"NYCEEC","Our Children's Center","","300 Jay St","K",11201,"718-260-5192","jwallace@citytech.cuny.edu","",1,25,3,3,"13KBOA","apply","9:00 a.m","Yes","Yes",0,0,0,0,""
"KBOF",996962,185166,"NYCEEC","Friends Of Crown Heights 2","","671 Prospect Pl","K",11216,"718-638-8686","davis@fochdaycare.org","http://fochdaycare.org",1,54,7,3,"17KBOF","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"KBOI",999222,176394,"NYCEEC","Joan Watkins Corp. D / B / A Pre - School Minds DCC","","3316 - 18 Church Ave","K",11203,"718-284-9392","preschoolminds@verizon.net","",1,40,3,3,"17KBOI","apply","8:20 a.m","Yes","No",0,0,0,0,""
"KBOL",994507,177625,"NYCEEC","Phebeana Preschool, Inc.","","160 Parkside Ave","K",11226,"718-284-8147","phebeanapreskool@aol.com","",1,50,7,6,"17KBOL","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"KBON",999615,177570,"NYCEEC","Children's Center At SUNY Brooklyn","","440 Lenox Rd","K",11203,"718-221-6163","karena.thomas@downstate.edu","",1,16,3,7,"18KBON","apply","7:30 a.m","Yes","Yes",0,0,0,0,""
"KBOP",1005596,180473,"NYCEEC","Traditional DCC","","1112 Winthrop St","K",11212,"718-346-5777","marishaking@gmail.com","",1,36,3,6,"18KBOP","apply","9:00 a.m","Yes","Yes",209,0,0,1,""
"KBOS",1009103,188988,"NYCEEC","John Coker DCC","","1375 Bushwick Ave","K",11207,"718-452-1414","johncoker75@aol.com","",1,37,2,3,"32KBOS","apply","8:30 a.m","Yes","Yes",0,1,0,1,""
"KBOW",1000942,176919,"NYCEEC","Friends Of Crown Heights","","141 East 40th St","K",11203,"718-284-2184","saddler@foch.biz","http://fochdaycare.com",1,36,3,7,"18KBOW","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"KBOZ",1018537,183743,"NYCEEC","Blake & Milford DCC","","334 Milford St","K",11208,"718-277-2003","blakeandmilforddaycare@yahoo.com","http://blakeandmilforddaycare.com",1,18,3,6,"19KBOZ","apply","8:00 a.m","Yes","Yes",209,1,0,1,""
"KBPA",1016595,180222,"NYCEEC","Boulevard Nursery School","","2150 Linden Blvd","K",11207,"718-649-2295","coraliehook@gmail.com","",1,10,3,7,"19KBPA","apply","9:00 a.m","Yes","Yes",0,0,1,1,""
"KBPB",1013270,175635,"NYCEEC","Breukelen ECDC","","717 East 105th St","K",11236,"718-649-1463","breukelendcc@verizon.net","",1,40,5,9,"18KBPB","apply","8:30 a.m","Yes","Yes",0,0,0,1,""
"KBPC",1021815,182930,"NYCEEC","Marie Durdin CCC","","2700 Linden Blvd","K",11208,"718-647-4730","mariedurdinchildcare@msn.com","",1,38,3,3,"19KBPC","apply","9:00 a.m","No","Yes",0,0,0,1,""
"KBPD",1019855,183139,"NYCEEC","Sylvia Klein CCC","","720 Euclid Ave","K",11208,"718-647-2274","sylviaklein.daycare@verizon.net","",1,18,3,3,"19KBPD","apply","8:30 a.m","Yes","No",0,0,0,1,""
"KBPG",1011979,182425,"NYCEEC","Help I","","515 Blake Ave","K",11207,"718-498-4002","cviruet@helpusa.org","http://helpusa.org",1,38,3,7,"19KBPG","apply","7:00 a.m","Yes","Yes",209,1,0,1,""
"KBPI",1013260,175749,"NYCEEC","Breukelen Head Start","","715 East 105th St","K",11236,"718-649-2960","nboodhram.recrooms@gmail.com","",1,20,3,3,"18KBPI","apply","8:30 a.m","No","No",0,1,0,1,""
"KBPJ",1017280,175475,"NYCEEC","Recreation Rooms And Settlement Starrett Early Learning","","125 Schrooeders Ave","K",11239,"718-642-8724","ssippy@aol.com","",1,20,7,7,"19KBPJ","apply","9:00 a.m","Yes","Yes",0,0,0,0,""
"KBPK",1015693,181520,"NYCEEC","United Community DCC","","613 New Lots Ave","K",11207,"718-385-1201","sylvenmiller@yahoo.com","http://ucceny.org",1,72,3,3,"19KBPK","apply","8:00 a.m","No","No",0,0,0,1,""
"KBPL",1017012,175603,"NYCEEC","Recreation Rooms And Settlement Starrett Early Learning","","1325 Pennsylvania Ave","K",11239,"718-642-8724","ssippy@aol.com","",1,40,7,7,"19KBPL","apply","9:00 a.m","Yes","Yes",0,0,0,0,""
"KBPN",987427,170925,"NYCEEC","Beth Jacob DCC","","1363 46th St","K",11219,"718-435-5755","up-ka@hotmail.com","",1,98,7,7,"20KBPN","apply","9:00 a.m","Yes","Yes",217,0,0,1,""
"KBPO",977227,161359,"NYCEEC","Brooklyn Child Care, Inc.","","800 Poly Pl","K",11209,"718-630-2831","tanya.lipkin@va.gov","",1,15,5,7,"20KBPO","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"KBPP",977969,174172,"NYCEEC","Georgia L Mcmurray Bat Kids Center","","140 58th St","K",11220,"718-567-0818","glmbatkids@yahoo.com","",1,64,5,9,"20KBPP","apply","9:00 a.m","No","No",0,0,0,1,""
"KBPQ",987214,163824,"NYCEEC","Generation21 Day Care","","6709 19th Ave","K",11204,"718-621-9321","generation21daycare@gmail.com","",1,52,2,7,"20KBPQ","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"KBPR",982328,171307,"NYCEEC","Long Xing DCC, Inc.","","825 57th St","K",11220,"718-853-8989","longxingdcc@gmail.com","",1,28,7,7,"20KBPR","apply","8:30 a.m","No","No",0,0,0,0,""
"KBPS",988846,168799,"NYCEEC","Mother Love","","1681 49th St","K",11204,"718-853-1408","motherslove@earthlink.net","",1,38,3,7,"20KBPS","apply","8:00 a.m","No","Yes",208,0,0,0,""
"KBPT",975747,163419,"NYCEEC","NYL - William O'Connor","","420 95th St","K",11209,"718-680-9751","mary.olsen@yai.org","",1,19,5,3,"20KBPT","apply","8:30 a.m","No","No",0,0,1,0,""
"KBPU",976961,167660,"NYCEEC","Our Saviour's Lutheran Preschool","","414 80th St","K",11209,"718-745-0020","oslpreschool@verizon.net","http://oursaviourslutheranpreschool.com",2,94,2,3,"20KBPU","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"KBPV",982762,166091,"NYCEEC","Ring Around The Rosie","","7104 13th Ave","K",11228,"718-492-7464","ring7104@verizon.net","",1,60,4,7,"20KBPV","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"KBPY",977839,165548,"NYCEEC","Smart Start ECC","","8411 Ft Hamilton Pkwy","K",11209,"718-921-1868","smartstart@verizon.net","",1,48,7,7,"20KBPY","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"KBPZ",982127,170308,"NYCEEC","Star America, Inc.","","880 60th St","K",11220,"718-431-2545","starbrooklyn880@yahoo.com","",1,72,3,7,"20KBPZ","apply","8:00 a.m","No","Yes",202,1,0,0,""
"KBQA",975123,166067,"NYCEEC","Tiny Tots Playhouse, LLC","","243 88th St","K",11209,"718-745-4509","tinytotplayhouse@aol.com","http://tinytotsplayhouse.wix.com/tinytots",3,54,5,7,"20KBQA","info","8:00 a.m","Yes","Yes",0,1,0,0,""
"KBQE",993473,150264,"NYCEEC","Buratino International Day Care","","2962 Brighton 1st St","K",11235,"718-368-2113","svetauchetel@yahoo.com","http://buratinodaycare.com",1,36,5,7,"21KBQE","apply","8:00 a.m","Yes","Yes",208,0,0,0,""
"KBQF",995871,150512,"NYCEEC","Cinderella Day Care","","130 Brighton 11th St","K",11235,"718-743-1841","cinderelladcc@optonline.com","http://cinderelladaycare.com",1,18,3,7,"21KBQF","apply","9:00 a.m","Yes","Yes",208,1,0,0,""
"KBQG",994935,149503,"NYCEEC","M.S. Sunshine DCC","","3096 Brighton 6th St","K",11235,"718-648-8786","mila2005yu@yahoo.com","",1,35,7,7,"21KBQG","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",208,0,0,0,""
"KBQH",991725,157710,"NYCEEC","Magen David Yeshivah","","2170 Mcdonald Ave","K",11223,"718-676-0215","TMizrachi@MDYschool.org","",3,100,5,9,"21KBQH","info","10:30 a.m","No","No",0,0,0,0,""
"KBQI",995420,164264,"NYCEEC","Red Hat DCC, Inc.","","1317 East 15th St","K",11230,"718-336-1480","daycareredhat@yahoo.com","http://redhatdaycare.com",1,29,2,7,"21KBQI","apply","9:00 a.m","Yes","Yes",208,0,0,0,""
"KBQK",993771,158685,"NYCEEC","Sephardic Community Center","","1901 Ocean Pkwy","K",11223,"718-627-4300","barry@scclive.org","",3,17,5,9,"21KBQK","info","9:00 a.m","Yes","No",0,0,0,0,""
"KBQL",995417,148981,"NYCEEC","Shorefront YM - YWHA","","3300 Coney Is Ave","K",11235,"718-646-1444","kirilko@shorefronty.org","http://shorefronty.org",1,54,7,3,"21KBQL","apply","8:30 a.m","Yes","Yes",208,0,0,0,""
"KBQN",989171,154925,"NYCEEC","Friends Of Crown Heights 6","","49 Ave W","K",11223,"718-372-8189","torres@foch.biz","",1,29,3,7,"21KBQN","apply","8:00 a.m","Yes","Yes",0,0,0,1,""
"KBQP",986901,154500,"NYCEEC","Shore Parkway Head Start","","8885 26th Ave","K",11214,"718-265-2359","sparkway8885@gmail.com","",1,29,5,9,"21KBQP","apply","8:00 a.m","No","No",0,0,0,1,""
"KBQQ",1000882,157918,"NYCEEC","Bambi Day Care III","","2114 Brown St","K",11229,"718-368-1817","info@bambiacademy.com","http://bambidaycare.com",1,98,3,3,"22KBQQ","apply","8:30 a.m","Yes","Yes",208,0,0,0,""
"KBQU",996250,160871,"NYCEEC","Keshet Learning Center","","1612 Quentin Rd","K",11229,"718-376-6958","zzaek@aol.com","",1,18,3,7,"22KBQU","apply","8:45 a.m","Yes","Yes",0,1,0,1,""
"KBQV",998090,155851,"NYCEEC","Fantasia DCC","","2743 Ocean Ave","K",11229,"718-646-6738","fantasiadcc@hotmail.com","http://fantasiadaycare.com",1,33,2,7,"22KBQV","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
